seg,count
好吃,34544
服務,12503
不錯,10359
餐點,9351
價格,7184
環境,6877
美味,6375
新鮮,6365
親切,6154
味道,5461
花蓮,5436
口味,5297
料理,5074
很好吃,5072
用餐,5059
推薦,4494
態度,4447
份量,4236
食材,4085
很好,4065
菜色,3586
值得,3369
cp值,3209
好喝,3156
讚,3126
很棒,3115
便宜,3009
氣氛,2900
人員,2768
特別,2660
不錯吃,2648
喜歡,2540
特色,2530
適合,2347
舒適,2336
檸檬汁,2322
普通,2299
實在,2241
平價,2188
感覺,2182
湯頭,2164
乾淨,2157
超好吃,2127
咖哩,2124
蛋餅,2107
用心,2085
價位,2022
美食,1997
飲料,1898
