seg,count
好吃,27765
服務,10458
不錯,9856
餐點,8735
環境,7434
價格,6096
親切,5502
美味,4407
口味,4355
新鮮,4020
料理,3938
菜色,3927
味道,3698
很好吃,3673
態度,3633
推薦,3392
很好,3324
讚,3077
份量,3065
食材,3028
適合,2785
值得,2687
便宜,2673
cp值,2659
乾淨,2629
停車,2501
不錯吃,2464
很棒,2392
人員,2352
雞,2291
特色,2112
平價,2010
普通,1979
湯頭,1962
方便,1826
實在,1810
舒適,1768
特別,1755
價位,1738
感覺,1719
用心,1666
氣氛,1655
美食,1620
喜歡,1609
店家,1588
佳,1582
夜景,1468
快,1447
