seg,count
好吃,29504
服務,9703
不錯,9023
餐點,6657
價格,6195
新鮮,5833
環境,5494
親切,5418
美味,4880
很好吃,4541
讚,4477
口味,4382
味道,4326
臺東,4062
用餐,3912
推薦,3687
料理,3633
態度,3564
餐廳,3532
很好,3447
食物,3291
食材,3207
份量,3108
很棒,2840
地方,2693
值得,2683
便宜,2528
乾淨,2518
特別,2516
特色,2335
不錯吃,2324
人員,2320
cp值,2288
菜色,2242
牛肉麵,2190
普通,2119
好喝,2056
舒適,2032
感覺,2030
喜歡,2012
湯頭,1969
店家,1896
超好吃,1860
實在,1795
早餐,1729
豆腐,1664
平價,1656
蛋餅,1647
氣氛,1632
美食,1631
海鮮,1600
適合,1590
用心,1581
