seg,count
好吃,136072
服務,82952
不錯,52858
餐點,37150
環境,32824
新鮮,30519
價格,27733
親切,26741
用餐,24135
食材,23772
態度,23595
口味,21951
很好,20829
味道,19790
很好吃,19246
美味,18245
人員,16691
讚,15909
湯頭,15599
cp值,15436
份量,15221
菜色,14078
推薦,13879
料理,12676
不錯吃,12633
很棒,11775
便宜,11501
乾淨,10911
氣氛,10899
適合,10841
值得,10812
喜歡,10611
感覺,10360
價位,9936
舒適,9870
停車,9479
平價,9172
普通,9120
聚餐,8913
海鮮,8912
方便,8891
佳,8572
速度,8214
品質,8052
飲料,7825
時間,7607
實在,7503
牛肉,7480
