seg,count
好吃,242661
服務,126027
不錯,85550
餐點,64206
新鮮,61862
價格,55120
環境,53574
親切,48000
食材,39978
用餐,39319
態度,38816
口味,35457
很好吃,35175
味道,34876
很好,34446
美味,33440
cp值,30643
份量,29208
推薦,25703
人員,25325
讚,25248
便宜,23295
海鮮,21809
乾淨,21527
湯頭,21284
不錯吃,20874
料理,20738
很棒,19528
值得,19116
氣氛,18664
菜色,18352
喜歡,17879
適合,17754
平價,17739
舒適,17135
感覺,16842
價位,16825
實在,16603
普通,16018
佳,13994
時間,13390
好喝,13129
聚餐,13053
飲料,12877
牛肉,12863
品質,12677
特別,12595
