seg,count
好吃,43656
服務,20267
不錯,12669
餐點,10788
環境,9566
親切,8638
新鮮,7848
價格,6681
美味,5930
很好,5615
用餐,5572
食材,5394
很好吃,5371
讚,5357
態度,5145
口味,4358
推薦,4164
料理,4054
便宜,4001
很棒,3788
cp值,3755
味道,3641
人員,3614
值得,3440
湯頭,3423
適合,3312
份量,3300
平價,3285
乾淨,3239
菜色,3065
舒適,3050
停車,3044
不錯吃,2936
方便,2742
喜歡,2678
氣氛,2664
聚餐,2644
佳,2634
實在,2557
好喝,2193
超好吃,2157
用心,2077
小菜,1956
價位,1948
火鍋,1872
特別,1853
飲料,1760
空間,1751
美食,1723
裝潢,1659
感覺,1654
速度,1625
