seg,count
好吃,225482
服務,138697
不錯,87483
餐點,73612
價格,59333
美味,53196
環境,51843
味道,50870
用餐,44500
很好,43141
新鮮,42243
口味,41674
很好吃,39806
親切,37870
態度,31951
食材,31476
份量,31138
料理,31003
推薦,29941
氣氛,29883
很棒,29688
人員,29245
喜歡,27513
cp值,24989
適合,24608
湯頭,22770
菜色,22526
值得,22183
讚,21428
價位,20210
普通,19474
感覺,19219
牛肉,18997
特別,18973
舒適,18562
時間,17418
聚餐,16737
不錯吃,16323
海鮮,15910
佳,15628
朋友,15565
品質,15025
個人,14782
便宜,14452
乾淨,13907
咖哩,13776
甜點,13720
