seg,count
服務,56516
餐點,43650
態度,37671
用餐,37616
價格,29692
普通,29479
味道,27852
人員,26666
服務態度,24656
差,24442
不會,23606
不錯,21505
好吃,20530
點餐,18639
餐廳,18415
口味,18245
服務生,17328
時間,17287
不好,15865
環境,15775
品質,15008
食材,14904
難吃,14289
貴,13777
份量,13651
不知道,13565
失望,13372
個人,13106
cp值,12256
價位,12164
不好吃,12155
吃完,12133
已經,12072
飲料,11510
菜色,11407
很差,11406
今天,11266
上菜,11174
一次,10809
告知,10472
訂位,10039
看到,10023
外帶,9975
