seg,count
不錯,81300
好吃,53887
普通,44371
餐點,44017
口味,42779
服務,41729
價格,41530
味道,39770
環境,30233
用餐,27399
還可以,24635
份量,21948
食物,21218
不錯吃,20230
價位,19911
菜色,18981
餐廳,18395
食材,16478
新鮮,15229
還好,15221
很好,14745
湯頭,13661
料理,13158
人員,12533
個人,12363
尚可,11804
cp值,11795
停車,11040
適合,10777
平價,10118
品質,10107
整體,10045
可惜,9938
ok,9872
飲料,9765
偏高,9682
方便,9671
普普,9488
便宜,9387
海鮮,9271
喜歡,9190
時間,9021
貴,8854
特別,8733
口感,8713
鹹,8597
親切,8575
空間,8553
服務態度,8491
